145080011,23.601916,121.5211876
291010010,26.1610014,119.9489434
2101010013,25.04906465,121.56237735
2101020019,25.0215769,121.544274
2101090011,25.065787,121.51627
2101100227,25.064444,121.533568
2101110027,25.0693188,121.5890863
2101120014,25.0545654,121.6068639
2101150012,25.0927619,121.5195592
2101161033,25.1180311,121.517118
2101170050,25.0333271,121.5668474
2101180038,25.0304135,121.51592
2101191068,25.0231545,121.497548
2101200017,24.98964,121.5700826
2303240013,24.1411261,120.6759224
2311010010,25.1407924,121.7592534
2311020016,25.09769545,121.7165299
2311030012,25.098868,121.7364479
2311040018,25.125261,121.736844
2311050014,25.1371702,121.7408333
2311060010,25.1210471,121.7233271
2311070016,25.1285766,121.7519195
2312010014,24.8051904,120.9732363
2312041028,24.8164254,120.97037615
2312050018,24.7940491,120.9422677
2317020010,24.1332989,120.6877792
2317040012,24.1171843,120.6636421
2317050018,24.165956,120.6823193
2317060014,24.178959,120.640332
2317070010,24.1343175,120.6438177
2317080016,24.1762407,120.7193512
2317081022,24.192751,120.6806546
2321010013,22.9811052,120.2134355
2321020019,22.9606621,120.187913
2321030015,22.995876,120.192395
2321040011,23.0001714,120.2108907
2321060013,23.0498419,120.1757919
2321070019,22.9943652,120.1682577
2322010017,23.4768617,120.4663203
2322020013,23.479976,120.431072
2331070012,24.9959776,121.4284504
2331080018,24.950582,121.352538
2331090014,24.9283135,121.3761245
2331100015,25.1727279,121.440901
2331120017,25.1073798,121.8090713
2331160011,25.0563924,121.4334857
2331170017,25.069685,121.3640893
2331180013,25.0009135,121.6125718
2331190019,24.9913712,121.657633
2331200010,24.9359218,121.7116516
2331210016,25.2585806,121.5006647
2331220012,25.290217,121.5659907
2331230018,25.1465233,121.4001298
2331240014,25.025059,121.7378207
2331250010,25.0376604,121.8740665
2331260016,25.055021,121.9275033
2331270012,25.2206497,121.64115
2331280018,25.1783898,121.6897342
2331290014,24.8719874,121.5478135
2332030012,24.8844771,121.2854738
2332040018,24.8969598,121.1497885
2332060010,25.0634033,121.1954442
2332080012,24.947518,121.298562
2332090018,24.8642936,121.2168204
2332100019,24.9459095,121.2179189
2332110015,24.972535,121.106582
2332120011,25.0276679,121.083371
2332130017,24.8151014,121.3509985
2333010014,24.7917656,121.1726305
2333020010,24.8279487,121.0716669
2333030016,24.736027,121.0928981
2333050018,24.8321451,121.0067794
2333060014,24.9009438,121.0481527
2333070010,24.7180015,121.1399892
2333080016,24.8999145,120.9881191
2333090012,24.7774237,121.0777504
2333100013,24.7669136,120.9948203
2333110019,24.700396,121.055265
2333120015,24.6876566,121.0222651
2333130011,24.7057362,121.2023634
2333140017,24.6318741,121.11945425
2334010018,24.7454406,121.7523867
2334020014,24.677534,121.766968
2334030010,24.5931067,121.8423498
2334040016,24.8567259,121.820481
2334050012,24.8208079,121.7696043
2334060018,24.7470121,121.78656
2334070014,24.7442418,121.7243926
2334081026,24.6361247,121.7915456
2334090016,24.6849399,121.7989064
2334100017,24.6661321,121.651575
2334110013,24.6779782,121.6088982
2334120019,24.4657662,121.8034729
2335010012,24.5659206,120.8249443
2335020018,24.4395999,120.6527551
2335040010,24.687746,120.872444
2335060012,24.61131645,120.7895756
2335070018,24.312573,120.831399
2335080014,24.424666,120.866164
2335090010,24.5000142,120.8276465
